"schema_name","domain","table_name","owner_service","tenant_scoped","partition_strategy","pii_class"
"platform","attendance_leave","leave_blackout_periods","attendance-service","yes","none","low"
"platform","attendance_leave","leave_carry_forward_runs","attendance-service","yes","none","low"
"platform","attendance_leave","leave_delegations","attendance-service","yes","none","low"
"platform","attendance_leave","leave_encashments","attendance-service","yes","none","low"
"platform","attendance_leave","leave_policies","attendance-service","yes","none","low"
"platform","attendance_leave","leave_policy_rules","attendance-service","yes","none","low"
"platform","attendance_leave","leave_request_approvals","attendance-service","yes","none","low"
"platform","attendance_leave","leave_requests","attendance-service","yes","none","low"
"platform","attendance_leave","leave_transactions","attendance-service","yes","none","low"
"platform","attendance_leave","leave_types","attendance-service","yes","none","low"
"platform","attendance_leave","overtime_approvals","attendance-service","yes","none","low"
"platform","attendance_leave","overtime_policies","attendance-service","yes","none","low"
"platform","attendance_leave","overtime_records","attendance-service","yes","none","low"
"platform","attendance_leave","overtime_requests","attendance-service","yes","none","low"
"platform","attendance_leave","shift_assignments","attendance-service","yes","none","low"
"platform","attendance_leave","shift_calendars","attendance-service","yes","none","low"
"platform","attendance_leave","shift_swaps","attendance-service","yes","none","low"
"platform","attendance_leave","shift_templates","attendance-service","yes","none","low"
"platform","attendance_leave","time_off_comp_off_ledger","attendance-service","yes","none","low"
"platform","attendance_leave","time_off_lop_records","attendance-service","yes","none","low"
"platform","billing_subscription","billing_addresses","billing-service","yes","none","high"
"platform","billing_subscription","billing_collections","billing-service","yes","none","low"
"platform","billing_subscription","billing_contacts","billing-service","yes","none","high"
"platform","billing_subscription","billing_cycles","billing-service","yes","none","low"
"platform","billing_subscription","billing_dunning_events","billing-service","yes","monthly_time","low"
"platform","billing_subscription","billing_dunning_rules","billing-service","yes","none","low"
"platform","billing_subscription","billing_reconciliation_items","billing-service","yes","none","low"
"platform","billing_subscription","billing_reconciliation_runs","billing-service","yes","none","low"
"platform","billing_subscription","billing_run_logs","billing-service","yes","monthly_time","low"
"platform","billing_subscription","coupon_campaigns","billing-service","yes","none","low"
"platform","billing_subscription","coupon_redemptions","billing-service","yes","none","low"
"platform","billing_subscription","credit_notes","billing-service","yes","none","low"
"platform","billing_subscription","debit_notes","billing-service","yes","none","low"
"platform","billing_subscription","invoice_adjustments","billing-service","yes","none","high"
"platform","billing_subscription","invoice_lines","billing-service","yes","none","high"
"platform","billing_subscription","invoice_taxes","billing-service","yes","none","high"
"platform","billing_subscription","invoices","billing-service","yes","none","high"
"platform","billing_subscription","payment_intents","billing-service","yes","none","restricted"
"platform","billing_subscription","payment_method_tokens","billing-service","yes","none","restricted"
"platform","billing_subscription","payment_methods","billing-service","yes","none","restricted"
"platform","billing_subscription","payment_refunds","billing-service","yes","none","restricted"
"platform","billing_subscription","payment_webhooks","billing-service","yes","none","restricted"
"platform","billing_subscription","payments","billing-service","yes","none","restricted"
"platform","billing_subscription","plan_feature_limits","billing-service","yes","none","medium"
"platform","billing_subscription","plan_features","billing-service","yes","none","medium"
"platform","billing_subscription","plan_price_books","billing-service","yes","none","low"
"platform","billing_subscription","pricing_plans","billing-service","yes","none","low"
"platform","billing_subscription","subscription_change_requests","billing-service","yes","none","low"
"platform","billing_subscription","subscription_contracts","billing-service","yes","none","low"
"platform","billing_subscription","subscription_items","billing-service","yes","none","low"
"platform","billing_subscription","subscription_usage_meters","billing-service","yes","none","low"
"platform","billing_subscription","subscriptions","billing-service","yes","none","low"
"platform","billing_subscription","usage_meter_events","billing-service","yes","monthly_time","low"
"platform","core_identity","access_reviews","auth-service","yes","none","low"
"platform","core_identity","auth_audit_events","auth-service","yes","monthly_time","low"
"platform","core_identity","permissions","auth-service","yes","none","low"
"platform","core_identity","policy_bindings","auth-service","yes","none","low"
"platform","core_identity","policy_rules","auth-service","yes","none","low"
"platform","core_identity","policy_sets","auth-service","yes","none","low"
"platform","core_identity","role_permissions","auth-service","yes","none","low"
"platform","core_identity","roles","auth-service","yes","none","low"
"platform","core_identity","service_account_keys","auth-service","yes","none","low"
"platform","core_identity","service_accounts","auth-service","yes","none","low"
"platform","core_identity","user_api_tokens","auth-service","yes","none","high"
"platform","core_identity","user_credentials","auth-service","yes","none","high"
"platform","core_identity","user_devices","auth-service","yes","none","high"
"platform","core_identity","user_identities","auth-service","yes","none","high"
"platform","core_identity","user_login_attempts","auth-service","yes","none","high"
"platform","core_identity","user_mfa_factors","auth-service","yes","none","high"
"platform","core_identity","user_oauth_clients","auth-service","yes","none","high"
"platform","core_identity","user_oauth_consents","auth-service","yes","none","high"
"platform","core_identity","user_password_history","auth-service","yes","monthly_time","high"
"platform","core_identity","user_password_resets","auth-service","yes","none","high"
"platform","core_identity","user_roles","auth-service","yes","none","high"
"platform","core_identity","user_sessions","auth-service","yes","none","high"
"platform","core_identity","user_webauthn_keys","auth-service","yes","none","high"
"platform","core_identity","users","auth-service","yes","none","high"
"platform","erp_assets_budget","asset_assignments","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","asset_audit_events","erp-assets-service","yes","monthly_time","low"
"platform","erp_assets_budget","asset_categories","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","asset_depreciation_lines","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","asset_depreciation_methods","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","asset_depreciation_runs","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","asset_disposal_lines","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","asset_disposals","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","asset_insurance_policies","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","asset_locations","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","asset_maintenance_logs","erp-assets-service","yes","monthly_time","low"
"platform","erp_assets_budget","asset_maintenance_plans","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","asset_revaluations","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","asset_warranties","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","assets","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","budget_audit_events","erp-assets-service","yes","monthly_time","low"
"platform","erp_assets_budget","budget_forecasts","erp-assets-service","yes","none","medium"
"platform","erp_assets_budget","budget_scenarios","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","budget_variance_reports","erp-assets-service","yes","none","medium"
"platform","erp_assets_budget","budget_versions","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","capex_approvals","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","capex_requests","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","expense_audit_flags","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","expense_policy_rules","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","project_budget_lines","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","project_budgets","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","travel_bookings","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","travel_expenses","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","travel_policies","erp-assets-service","yes","none","low"
"platform","erp_assets_budget","travel_requests","erp-assets-service","yes","none","low"
"platform","erp_finance","ap_debit_notes","erp-finance-service","yes","none","low"
"platform","erp_finance","ap_invoice_lines","erp-finance-service","yes","none","high"
"platform","erp_finance","ap_invoices","erp-finance-service","yes","none","high"
"platform","erp_finance","ap_payments","erp-finance-service","yes","none","restricted"
"platform","erp_finance","ap_vendors","erp-finance-service","yes","none","low"
"platform","erp_finance","ar_credit_notes","erp-finance-service","yes","none","low"
"platform","erp_finance","ar_invoice_lines","erp-finance-service","yes","none","high"
"platform","erp_finance","ar_invoices","erp-finance-service","yes","none","high"
"platform","erp_finance","ar_receipts","erp-finance-service","yes","none","low"
"platform","erp_finance","bank_accounts","erp-finance-service","yes","none","restricted"
"platform","erp_finance","bank_reconciliation_items","erp-finance-service","yes","none","restricted"
"platform","erp_finance","bank_reconciliations","erp-finance-service","yes","none","restricted"
"platform","erp_finance","bank_statement_lines","erp-finance-service","yes","none","restricted"
"platform","erp_finance","bank_statements","erp-finance-service","yes","none","restricted"
"platform","erp_finance","budget_headers","erp-finance-service","yes","none","low"
"platform","erp_finance","budget_lines","erp-finance-service","yes","none","low"
"platform","erp_finance","business_units","erp-finance-service","yes","none","low"
"platform","erp_finance","cash_flow_forecasts","erp-finance-service","yes","none","medium"
"platform","erp_finance","close_checklists","erp-finance-service","yes","none","low"
"platform","erp_finance","close_logs","erp-finance-service","yes","monthly_time","low"
"platform","erp_finance","close_tasks","erp-finance-service","yes","none","low"
"platform","erp_finance","coa_account_groups","erp-finance-service","yes","none","low"
"platform","erp_finance","coa_accounts","erp-finance-service","yes","none","low"
"platform","erp_finance","cost_centers","erp-finance-service","yes","none","low"
"platform","erp_finance","customer_accounts","erp-finance-service","yes","none","low"
"platform","erp_finance","customer_credit_limits","erp-finance-service","yes","none","low"
"platform","erp_finance","expense_approvals","erp-finance-service","yes","none","low"
"platform","erp_finance","expense_claim_lines","erp-finance-service","yes","none","low"
"platform","erp_finance","expense_claims","erp-finance-service","yes","none","low"
"platform","erp_finance","fiscal_periods","erp-finance-service","yes","none","low"
"platform","erp_finance","fiscal_years","erp-finance-service","yes","none","low"
"platform","erp_finance","intercompany_accounts","erp-finance-service","yes","none","low"
"platform","erp_finance","intercompany_transactions","erp-finance-service","yes","none","low"
"platform","erp_finance","journal_batches","erp-finance-service","yes","none","low"
"platform","erp_finance","journal_entries","erp-finance-service","yes","none","low"
"platform","erp_finance","journal_lines","erp-finance-service","yes","none","low"
"platform","erp_finance","ledger_balances","erp-finance-service","yes","none","low"
"platform","erp_finance","ledger_snapshots","erp-finance-service","yes","monthly_time","low"
"platform","erp_finance","profit_centers","erp-finance-service","yes","none","low"
"platform","erp_finance","tax_codes","erp-finance-service","yes","none","restricted"
"platform","erp_finance","tax_jurisdictions","erp-finance-service","yes","none","restricted"
"platform","erp_finance","tax_returns","erp-finance-service","yes","none","restricted"
"platform","erp_finance","tax_transactions","erp-finance-service","yes","none","restricted"
"platform","erp_finance","trial_balance_snapshots","erp-finance-service","yes","monthly_time","low"
"platform","erp_finance","withholding_tax_records","erp-finance-service","yes","none","restricted"
"platform","erp_inventory","bom_headers","erp-inventory-service","yes","none","low"
"platform","erp_inventory","bom_lines","erp-inventory-service","yes","none","low"
"platform","erp_inventory","cycle_count_plans","erp-inventory-service","yes","none","low"
"platform","erp_inventory","cycle_count_results","erp-inventory-service","yes","none","low"
"platform","erp_inventory","cycle_count_tasks","erp-inventory-service","yes","none","low"
"platform","erp_inventory","inventory_cost_layers","erp-inventory-service","yes","none","medium"
"platform","erp_inventory","inventory_items","erp-inventory-service","yes","none","medium"
"platform","erp_inventory","inventory_opening_balances","erp-inventory-service","yes","none","medium"
"platform","erp_inventory","inventory_valuation_lines","erp-inventory-service","yes","none","medium"
"platform","erp_inventory","inventory_valuation_runs","erp-inventory-service","yes","none","medium"
"platform","erp_inventory","item_attribute_values","erp-inventory-service","yes","none","low"
"platform","erp_inventory","item_attributes","erp-inventory-service","yes","none","low"
"platform","erp_inventory","item_barcodes","erp-inventory-service","yes","none","low"
"platform","erp_inventory","item_categories","erp-inventory-service","yes","none","low"
"platform","erp_inventory","item_lots","erp-inventory-service","yes","none","low"
"platform","erp_inventory","item_serials","erp-inventory-service","yes","none","low"
"platform","erp_inventory","item_uoms","erp-inventory-service","yes","none","low"
"platform","erp_inventory","material_requirements","erp-inventory-service","yes","none","low"
"platform","erp_inventory","production_consumptions","erp-inventory-service","yes","none","low"
"platform","erp_inventory","production_order_lines","erp-inventory-service","yes","none","low"
"platform","erp_inventory","production_orders","erp-inventory-service","yes","none","low"
"platform","erp_inventory","production_outputs","erp-inventory-service","yes","none","low"
"platform","erp_inventory","reorder_recommendations","erp-inventory-service","yes","none","low"
"platform","erp_inventory","reorder_rules","erp-inventory-service","yes","none","low"
"platform","erp_inventory","stock_adjustments","erp-inventory-service","yes","none","low"
"platform","erp_inventory","stock_balances","erp-inventory-service","yes","none","low"
"platform","erp_inventory","stock_movements","erp-inventory-service","yes","none","low"
"platform","erp_inventory","stock_reservation_lines","erp-inventory-service","yes","none","low"
"platform","erp_inventory","stock_reservations","erp-inventory-service","yes","none","low"
"platform","erp_inventory","stock_transfer_lines","erp-inventory-service","yes","none","low"
"platform","erp_inventory","stock_transfers","erp-inventory-service","yes","none","low"
"platform","erp_inventory","warehouse_bins","erp-inventory-service","yes","none","low"
"platform","erp_inventory","warehouse_zones","erp-inventory-service","yes","none","low"
"platform","erp_inventory","warehouses","erp-inventory-service","yes","none","low"
"platform","erp_procurement","goods_receipt_lines","erp-procurement-service","yes","none","low"
"platform","erp_procurement","goods_receipts","erp-procurement-service","yes","none","low"
"platform","erp_procurement","procurement_disputes","erp-procurement-service","yes","none","medium"
"platform","erp_procurement","procurement_kpi_snapshots","erp-procurement-service","yes","monthly_time","medium"
"platform","erp_procurement","procurement_returns","erp-procurement-service","yes","none","medium"
"platform","erp_procurement","purchase_order_approvals","erp-procurement-service","yes","none","low"
"platform","erp_procurement","purchase_order_lines","erp-procurement-service","yes","none","low"
"platform","erp_procurement","purchase_order_revisions","erp-procurement-service","yes","none","low"
"platform","erp_procurement","purchase_orders","erp-procurement-service","yes","none","low"
"platform","erp_procurement","purchase_requisition_approvals","erp-procurement-service","yes","none","low"
"platform","erp_procurement","purchase_requisition_lines","erp-procurement-service","yes","none","low"
"platform","erp_procurement","purchase_requisitions","erp-procurement-service","yes","none","low"
"platform","erp_procurement","quote_comparisons","erp-procurement-service","yes","none","low"
"platform","erp_procurement","request_for_quotations","erp-procurement-service","yes","none","low"
"platform","erp_procurement","rfq_responses","erp-procurement-service","yes","none","low"
"platform","erp_procurement","rfq_vendors","erp-procurement-service","yes","none","low"
"platform","erp_procurement","service_receipts","erp-procurement-service","yes","none","low"
"platform","erp_procurement","sourcing_awards","erp-procurement-service","yes","none","low"
"platform","erp_procurement","sourcing_bids","erp-procurement-service","yes","none","low"
"platform","erp_procurement","sourcing_events","erp-procurement-service","yes","monthly_time","low"
"platform","erp_procurement","supplier_scorecards","erp-procurement-service","yes","none","low"
"platform","erp_procurement","vendor_addresses","erp-procurement-service","yes","none","high"
"platform","erp_procurement","vendor_bank_accounts","erp-procurement-service","yes","none","restricted"
"platform","erp_procurement","vendor_compliance_checks","erp-procurement-service","yes","none","low"
"platform","erp_procurement","vendor_contacts","erp-procurement-service","yes","none","high"
"platform","erp_procurement","vendor_contract_versions","erp-procurement-service","yes","none","low"
"platform","erp_procurement","vendor_contracts","erp-procurement-service","yes","none","low"
"platform","erp_procurement","vendor_documents","erp-procurement-service","yes","none","low"
"platform","erp_procurement","vendor_ratings","erp-procurement-service","yes","none","low"
"platform","erp_procurement","vendors","erp-procurement-service","yes","none","low"
"platform","metaverse","avatar_customizations","metaverse-service","yes","none","low"
"platform","metaverse","avatars","metaverse-service","yes","none","low"
"platform","metaverse","metaverse_activity_logs","metaverse-service","yes","monthly_time","low"
"platform","metaverse","metaverse_moderation_flags","metaverse-service","yes","none","low"
"platform","metaverse","presence_events","metaverse-service","yes","monthly_time","low"
"platform","metaverse","presence_sessions","metaverse-service","yes","none","high"
"platform","metaverse","virtual_badges","metaverse-service","yes","none","low"
"platform","metaverse","virtual_meeting_participants","metaverse-service","yes","none","low"
"platform","metaverse","virtual_meetings","metaverse-service","yes","none","low"
"platform","metaverse","virtual_office_themes","metaverse-service","yes","none","low"
"platform","metaverse","virtual_offices","metaverse-service","yes","none","low"
"platform","metaverse","virtual_rewards","metaverse-service","yes","none","low"
"platform","metaverse","virtual_room_assets","metaverse-service","yes","none","low"
"platform","metaverse","virtual_room_layouts","metaverse-service","yes","none","low"
"platform","metaverse","virtual_rooms","metaverse-service","yes","none","low"
"platform","metaverse","virtual_training_attendance","metaverse-service","yes","none","low"
"platform","metaverse","virtual_training_programs","metaverse-service","yes","none","low"
"platform","metaverse","virtual_training_sessions","metaverse-service","yes","none","high"
"platform","metaverse","virtual_whiteboard_events","metaverse-service","yes","monthly_time","low"
"platform","metaverse","virtual_whiteboards","metaverse-service","yes","none","low"
"platform","organization_hrms","branch_calendars","employee-service","yes","none","low"
"platform","organization_hrms","branch_geofences","employee-service","yes","none","low"
"platform","organization_hrms","branch_locations","employee-service","yes","none","low"
"platform","organization_hrms","branches","employee-service","yes","none","low"
"platform","organization_hrms","companies","employee-service","yes","none","low"
"platform","organization_hrms","company_bank_accounts","employee-service","yes","none","restricted"
"platform","organization_hrms","company_compliance_profiles","employee-service","yes","none","low"
"platform","organization_hrms","company_legal_entities","employee-service","yes","none","low"
"platform","organization_hrms","company_tax_profiles","employee-service","yes","none","restricted"
"platform","organization_hrms","department_hierarchy","employee-service","yes","none","low"
"platform","organization_hrms","departments","employee-service","yes","none","low"
"platform","organization_hrms","designation_levels","employee-service","yes","none","low"
"platform","organization_hrms","designations","employee-service","yes","none","low"
"platform","organization_hrms","employee_addresses","employee-service","yes","none","high"
"platform","organization_hrms","employee_assignments","employee-service","yes","none","high"
"platform","organization_hrms","employee_certifications","employee-service","yes","none","high"
"platform","organization_hrms","employee_contacts","employee-service","yes","none","high"
"platform","organization_hrms","employee_custom_field_values","employee-service","yes","none","high"
"platform","organization_hrms","employee_custom_fields","employee-service","yes","none","high"
"platform","organization_hrms","employee_dependents","employee-service","yes","none","high"
"platform","organization_hrms","employee_document_types","employee-service","yes","none","high"
"platform","organization_hrms","employee_documents","employee-service","yes","none","high"
"platform","organization_hrms","employee_emergency_contacts","employee-service","yes","none","high"
"platform","organization_hrms","employee_exit_checklists","employee-service","yes","none","high"
"platform","organization_hrms","employee_exits","employee-service","yes","none","high"
"platform","organization_hrms","employee_family_members","employee-service","yes","none","high"
"platform","organization_hrms","employee_languages","employee-service","yes","none","high"
"platform","organization_hrms","employee_lifecycle_events","employee-service","yes","monthly_time","high"
"platform","organization_hrms","employee_managers","employee-service","yes","none","high"
"platform","organization_hrms","employee_notes","employee-service","yes","none","high"
"platform","organization_hrms","employee_numbers","employee-service","yes","none","high"
"platform","organization_hrms","employee_personal_profiles","employee-service","yes","none","high"
"platform","organization_hrms","employee_privacy_consents","employee-service","yes","none","high"
"platform","organization_hrms","employee_promotions","employee-service","yes","none","high"
"platform","organization_hrms","employee_rehires","employee-service","yes","none","high"
"platform","organization_hrms","employee_skills","employee-service","yes","none","high"
"platform","organization_hrms","employee_status_history","employee-service","yes","monthly_time","high"
"platform","organization_hrms","employee_tags","employee-service","yes","none","high"
"platform","organization_hrms","employee_transfers","employee-service","yes","none","high"
"platform","organization_hrms","employee_work_profiles","employee-service","yes","none","high"
"platform","organization_hrms","employees","employee-service","yes","none","high"
"platform","organization_hrms","employment_types","employee-service","yes","none","low"
"platform","organization_hrms","job_families","employee-service","yes","none","low"
"platform","organization_hrms","job_levels","employee-service","yes","none","low"
"platform","organization_hrms","team_memberships","employee-service","yes","none","low"
"platform","organization_hrms","teams","employee-service","yes","none","low"
"platform","organization_hrms","work_modes","employee-service","yes","none","low"
"platform","payroll","arrear_entries","payroll-service","yes","none","low"
"platform","payroll","bank_transfer_batches","payroll-service","yes","none","restricted"
"platform","payroll","bank_transfer_failures","payroll-service","yes","none","restricted"
"platform","payroll","bank_transfer_items","payroll-service","yes","none","restricted"
"platform","payroll","bonus_awards","payroll-service","yes","none","low"
"platform","payroll","bonus_policies","payroll-service","yes","none","low"
"platform","payroll","compensation_bands","payroll-service","yes","none","low"
"platform","payroll","compensation_benchmarks","payroll-service","yes","none","low"
"platform","payroll","deduction_recoveries","payroll-service","yes","none","low"
"platform","payroll","employee_loans","payroll-service","yes","none","high"
"platform","payroll","employee_salary_revisions","payroll-service","yes","none","high"
"platform","payroll","employee_salary_structures","payroll-service","yes","none","high"
"platform","payroll","loan_policies","payroll-service","yes","none","low"
"platform","payroll","loan_repayments","payroll-service","yes","none","restricted"
"platform","payroll","pay_component_formulas","payroll-service","yes","none","low"
"platform","payroll","pay_component_overrides","payroll-service","yes","none","low"
"platform","payroll","pay_components","payroll-service","yes","none","low"
"platform","payroll","payroll_adjustments","payroll-service","yes","none","restricted"
"platform","payroll","payroll_approvals","payroll-service","yes","none","restricted"
"platform","payroll","payroll_audit_events","payroll-service","yes","monthly_time","restricted"
"platform","payroll","payroll_cycle_companies","payroll-service","yes","none","restricted"
"platform","payroll","payroll_cycles","payroll-service","yes","none","restricted"
"platform","payroll","payroll_item_components","payroll-service","yes","none","restricted"
"platform","payroll","payroll_journal_entries","payroll-service","yes","none","restricted"
"platform","payroll","payroll_journal_mappings","payroll-service","yes","none","restricted"
"platform","payroll","payroll_kpi_snapshots","payroll-service","yes","monthly_time","restricted"
"platform","payroll","payroll_locks","payroll-service","yes","none","restricted"
"platform","payroll","payroll_reconciliation_items","payroll-service","yes","none","restricted"
"platform","payroll","payroll_reconciliation_runs","payroll-service","yes","none","restricted"
